"","genre","year","m_popularity","m_danceability","m_energy","m_loudness","m_acousticness","m_tempo","m_duration_ms","m_valence","m_liveness"
"58","latin",1999,43.7692307692308,0.717153846153846,0.680038461538462,-8.48538461538462,0.0952085,114.516307692308,218958.192307692,0.639346153846154,0.2102
"59","latin",2000,36.6428571428571,0.656785714285714,0.803071428571429,-6.56921428571429,0.166141,124.3165,245339.857142857,0.751857142857143,0.297692857142857
"60","latin",2001,34.9230769230769,0.674923076923077,0.723615384615385,-6.44415384615385,0.179044026923077,114.785615384615,254042.423076923,0.713038461538462,0.208407692307692
"61","latin",2002,50.1052631578947,0.677105263157895,0.715684210526316,-5.72552631578947,0.26709947368421,116.512105263158,240430.842105263,0.670105263157895,0.154326315789474
"62","latin",2003,39.3829787234043,0.762106382978723,0.711212765957447,-7.14885106382979,0.211807617021277,106.08885106383,233436.340425532,0.711574468085106,0.150165957446808
"63","latin",2004,31.7368421052632,0.755236842105263,0.706460526315789,-7.08581578947368,0.197292039473684,104.308092105263,229452.315789474,0.670157894736842,0.167875
"64","latin",2005,38.3333333333333,0.718521739130435,0.730275362318841,-6.51065217391304,0.19055952173913,111.492797101449,230727.449275362,0.676594202898551,0.199113043478261
"65","latin",2006,36.8695652173913,0.74395652173913,0.72654347826087,-6.18039130434783,0.247057326086957,110.206076086957,231782.054347826,0.687652173913043,0.216414130434783
"66","latin",2007,32.1287128712871,0.731841584158416,0.726584158415842,-7.79489108910891,0.213196126732673,112.040386138614,239590.722772277,0.694722772277228,0.222743564356436
"67","latin",2008,24.2100840336134,0.695806722689076,0.735016806722689,-8.39215966386555,0.14903037815126,123.094773109244,212017.134453782,0.709453781512605,0.181563025210084
"68","latin",2009,40.1610169491525,0.725194915254237,0.765805084745763,-5.87792372881356,0.181310203389831,113.816169491525,235508.406779661,0.652159322033898,0.196265254237288
"69","latin",2010,42.9761904761905,0.705253968253968,0.775738095238095,-5.89800793650794,0.152989047619048,117.937031746032,227980.103174603,0.707015873015873,0.200814285714286
"70","latin",2011,39.4880952380952,0.677761904761905,0.744107142857143,-6.16744047619048,0.189211726190476,126.269488095238,260562.773809524,0.635571547619048,0.211547619047619
"71","latin",2012,36.3984962406015,0.677917293233083,0.762155639097744,-5.86086466165414,0.204781240601504,120.679218045113,237257.007518797,0.67084962406015,0.217013533834586
"72","latin",2013,36.0975609756098,0.697764227642276,0.733341463414634,-6.15573983739837,0.188424525203252,122.384243902439,240472,0.61100162601626,0.215157723577236
"73","latin",2014,36.1818181818182,0.698878787878788,0.750854545454545,-5.83270303030303,0.182251330909091,119.055787878788,237596.654545455,0.623781818181818,0.174743636363636
"74","latin",2015,38.0974729241877,0.690472924187726,0.745292418772563,-5.84881227436823,0.186797826714801,119.501682310469,227634.180505415,0.574440794223827,0.190660505415162
"75","latin",2016,39.7786666666667,0.70632,0.731045333333333,-5.86510666666667,0.168656824,115.830813333333,215388.970666667,0.535931466666667,0.1740392
"76","latin",2017,42.8737373737374,0.70837803030303,0.722013068181818,-6.06076767676768,0.179676374494949,117.784974747475,211665.505050505,0.567634595959596,0.177817424242424
"77","latin",2018,51.5026455026455,0.727712522045855,0.686148148148148,-6.04132098765432,0.234984047619048,118.365686067019,206425.410934744,0.569639153439153,0.171207407407407
"78","latin",2019,57.4358701436935,0.718787174028739,0.683151463544439,-6.02037839276211,0.236226403938265,120.2666577967,204001.146354444,0.592541639169771,0.171616391697712
"79","latin",2020,50.1908396946565,0.720992366412214,0.68123893129771,-5.88586259541985,0.246063740458015,124.255183206107,200990.34351145,0.588010687022901,0.178570229007634
"80","pop",1969,80,0.64,0.663,-7.516,0.201,132.77,140773,0.663,0.152
"81","pop",1970,77,0.564,0.932,-10.068,0.013,112.937,146250,0.619,0.349
"82","pop",1973,75,0.547,0.82,-6.728,0.261,118.208,172867,0.933,0.3
"83","pop",1974,27,0.597,0.605,-12.013,0.181,97.782,281147,0.886,0.118
"84","pop",1975,51,0.714,0.715,-9.965,0.345,111.036,152267,0.841,0.927
"85","pop",1976,76,0.43,0.734,-6.887,0.002027,117.742,304066.5,0.5405,0.2482
"86","pop",1977,62,0.373,0.869,-7.719,0.164,184.024,221400,0.696,0.605
"87","pop",1978,53.7142857142857,0.540571428571429,0.753,-8.04042857142857,0.135882857142857,128.520714285714,251695.857142857,0.557857142857143,0.2492
"88","pop",1979,66.25,0.58975,0.74,-8.93375,0.1615425,129.287,250259.75,0.71325,0.1193
"89","pop",1980,54.3333333333333,0.557166666666667,0.679833333333333,-9.60416666666667,0.0605133333333333,146.846333333333,234403.166666667,0.706333333333333,0.194766666666667
"90","pop",1981,41.1666666666667,0.639083333333333,0.750083333333333,-8.35383333333333,0.143861666666667,134.895833333333,245001.25,0.728,0.1441
"91","pop",1982,52.875,0.642625,0.790875,-7.7725,0.1539125,127.684,264363.375,0.630625,0.2431375
"92","pop",1983,48.6923076923077,0.638153846153846,0.763923076923077,-7.26738461538462,0.153349230769231,123.906692307692,275558.615384615,0.628,0.169615384615385
"93","pop",1984,41.7894736842105,0.597526315789474,0.580263157894737,-11.0797368421053,0.236876315789474,130.099526315789,267818.210526316,0.616552631578947,0.185242105263158
"94","pop",1985,50.6666666666667,0.568111111111111,0.682555555555556,-10.024,0.174444444444444,109.351555555556,277562.333333333,0.664222222222222,0.141333333333333
"95","pop",1986,30,0.642636363636364,0.742363636363636,-8.624,0.1073,117.384636363636,267540.545454545,0.696,0.149390909090909
"96","pop",1987,38.1428571428571,0.580904761904762,0.770857142857143,-9.55880952380952,0.123719380952381,118.097142857143,263621.333333333,0.580171428571429,0.184228571428571
"97","pop",1988,49.4444444444444,0.670333333333333,0.702777777777778,-9.37911111111111,0.135056666666667,112.790333333333,309752.555555556,0.544333333333333,0.118511111111111
"98","pop",1989,47.4,0.6302,0.6635,-10.1667,0.186623,137.3141,266621.8,0.672,0.19215
"99","pop",1990,42.6875,0.6025625,0.768625,-9.0190625,0.094491214375,128.9138125,255127.875,0.6194375,0.174725
"100","pop",1991,28,0.677285714285714,0.745285714285714,-8.782,0.109128571428571,123.233142857143,294554,0.589857142857143,0.173728571428571
"101","pop",1992,41.6666666666667,0.682666666666667,0.739833333333333,-10.2256666666667,0.0930483333333333,130.435666666667,248847.666666667,0.7535,0.0973333333333333
"102","pop",1993,58.8571428571429,0.674285714285714,0.852571428571429,-8.98928571428571,0.0460564285714286,123.914714285714,271859,0.628285714285714,0.169642857142857
"103","pop",1994,48.2666666666667,0.693266666666667,0.796933333333333,-9.0584,0.0540433333333333,133.537066666667,232708.333333333,0.6164,0.198253333333333
"104","pop",1995,42.6153846153846,0.653461538461538,0.750846153846154,-8.88223076923077,0.0745140769230769,122.390923076923,228602.230769231,0.671076923076923,0.168392307692308
"105","pop",1996,46.2941176470588,0.686647058823529,0.795470588235294,-7.53411764705882,0.0541114705882353,124.618470588235,240621.294117647,0.756647058823529,0.110635294117647
"106","pop",1997,41.5,0.65575,0.759583333333333,-8.30308333333333,0.15018,125.8605,233628.833333333,0.681916666666667,0.190658333333333
"107","pop",1998,46.9230769230769,0.676,0.820384615384615,-8.72953846153846,0.124048,126.094615384615,241847.307692308,0.732307692307692,0.1772
"108","pop",1999,40.1111111111111,0.649277777777778,0.831055555555556,-6.89311111111111,0.103062944444444,128.964722222222,232331.888888889,0.644722222222222,0.232988888888889
"109","pop",2000,44.4444444444444,0.661222222222222,0.789444444444445,-8.014,0.068746,130.903888888889,237695.222222222,0.716555555555556,0.160722222222222
"110","pop",2001,41.7878787878788,0.622212121212121,0.802363636363636,-6.59548484848485,0.109035639393939,121.297363636364,240243.303030303,0.573545454545455,0.252827272727273
"111","pop",2002,48.4782608695652,0.524826086956522,0.620126086956522,-7.68969565217391,0.380487660869565,117.537217391304,238930.434782609,0.491217391304348,0.152826086956522
"112","pop",2003,38.9285714285714,0.664928571428571,0.748464285714286,-6.21914285714286,0.106448678571429,121.855035714286,233148.285714286,0.597089285714286,0.196992857142857
"113","pop",2004,52.9583333333333,0.656958333333333,0.793875,-5.57345833333333,0.0681379958333333,123.504666666667,244657.875,0.698375,0.1525625
"114","pop",2005,41.4545454545455,0.577409090909091,0.774454545454546,-5.51859090909091,0.163122181818182,132.694363636364,241708.5,0.497331818181818,0.203704545454545
"115","pop",2006,31.58,0.62358,0.74844,-6.80574,0.140139656,128.89862,248709.18,0.572796,0.159722
"116","pop",2007,48.24,0.63832,0.77488,-5.9373,0.106765012,128.92308,245163.52,0.536504,0.212876
"117","pop",2008,35.5535714285714,0.585383928571429,0.789384821428571,-5.5076875,0.118906757142857,135.152508928571,234414.8125,0.579514285714286,0.182983035714286
"118","pop",2009,30.3368421052632,0.596947368421053,0.808736842105263,-5.64063157894737,0.102406618947368,127.923663157895,228393.515789474,0.588610526315789,0.237602105263158
